id,comment,sentiment
1596342497093069_1596381433755842,ابني😍😘,1
1596408487086470_1596409973752988,ابو العيال هاظ  بجوز اتبرع 😂,1
1596342497093069_1596344153759570,ابوي 😍😍❤️,1
1596767033717282_1596843277042991,اتعب ع حالك واتعلم صنعه واستقل  وتتحملش قرف الناس  اتعب اسهر اتنامش ضحي غامر = لتكون حر نفسكك,1
1596767033717282_1596772173716768,اتعلم اي صنعه واشتغل فيها بتعيش ملك  لحق حالك ونته بعدك شب 👌,1
1596442873749698_1596448433749142,احتسي القهوة 😌,1
1596308140429838_1596620460398606,احسن اشي عملتيه,1
1596213277105991_1596214300439222,احكيلوا مزهئتش وهم ناس عم بشبهو بعض فيك 😊,1
1596308140429838_1596339520426700,احلا حياه 😅😁,1
1596342497093069_1596386020422050,احلا سهره,1
1596342497093069_1596379717089347,احلى ناس حياتي هما Om Ashraf Ar Rola Basem Möňťăhã ßãşęm,1
1596144183779567_1596865917040727,احنا بنصحى من الفرشه عجامعه مباشره  Yasmeen Shaded 😂,1
1596342497093069_1596400173753968,اخوة 😂😂,1
1596342497093069_1596462637081055,اخوي,1
1596342497093069_1596364617090857,اخي,1
1596408487086470_1596419473752038,اذا  كنت بحبوو. اكيد بدون تفكير بس اذا لا  بتردد  و اذا عملتها احتمال كبير اندم 🌚,1
1596408487086470_1596723247054994,اذا بستاهل ليش لا 😂,1
1596408487086470_1596757647051554,اذا بستاهل ومنيح معي اكيد بوافق,1
1596126553781330_1596303590430293,اذا كان وحيد اهله اقبلي لانك رح تقعدي عراحتك بس اذا له اخوة شباب عزابية ارفضي او اصبري,1
1596126553781330_1596194170441235,اذا كانت امو عاقلة ومش تبعة مشاكل وهيك .. فوين المشكلة؟ بالعكس منونس بعض انا وياها وبساعدها بكتير شغلات وبكسب فيها ثواب ورضا الله 💜 امو تعتبر زي امي 🙂 وتعبت عليه وربتو فالمفروض اقدّر واحترم هالشي ^^,1
1596408487086470_1596419117085407,اذا هو بعطيني كليته انا بعطيه 😊,1
1596877730372879_1596878667039452,ارجع لها😳✋,1
1596408487086470_1596420203751965,ازا بيستآهل أگيد 💜,1
1596244930436159_1596283630432289,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596377813756204,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596347997092519,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596302510430401,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596376937089625,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596427203751265,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596354310425221,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596338207093498,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما,1
1596244930436159_1596673460393306,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما  🙁 ياارب,1
1596244930436159_1596358803758105,اسأل الله العظيم رب العرش العظيم ان يشفيك اللهم رب الناس اذهب البأس اشف أنت الشافي لا شفاء إلا شفائك شفاء لا يغادر سقما ومرضى المسلمين اجمعين,1
1596244930436159_1596731817054137,اسأل الله العظيم رب العرش العظيم ان يشفيه,1
1596778420382810_1596829810377671,اسمع ترا الي بيرضى بالقليل بعيش  بس القصه من كثر ما بيحضرن تركي متأثرين حبتين كدة😜,1
1596767033717282_1596771953716790,اشتغل باراضي 48,1
1596767033717282_1596806167046702,اشتغل شغل تاني ...  او اطلب انو يزيدك او خلي مرتك تشتغل,1
1596767033717282_1596778567049462,اشتغل عامل في اسرائيل  كل شهرين طلع بحث عن عمل واطلع عالمعبر اشتغل اسبوع في اسرائيل عن شهر عنا  شغل مرتك اذا معها شهادة  اذا ما معها علمها تجميل ووديها عصالون متلا بتشتغل وايدك عايدها بتصيرو تدبرو حالكم اكتر  الله يفرجها ويهونها  الجميع موكل هوا 😂😂 #الحمدلله,1
1596767033717282_1596769207050398,اشتغل لحالك . وتشتغلش مع حد,1
1596144183779567_1596152683778717,اصلا أغلب الأيام بدون مكياج 😅,1
1596126553781330_1596159680444684,اصلا احلا شي تعشي مع حماتك وهي بمكان امك رح تحبك وتخاف عليكي بس انتي صفي نيتك يا حلوة...وبعدين بتحكي بتحبي وعشان بتحبي يختي رح تحبي امو وكل اشي بحبو ..وك فيىاحلا من وجود لام فالبيت اعتبريها امك ورحةتشوفي كيف الحيا بتصير ..,1
1596144183779567_1596150490445603,اصلا المكياج مش حلو بشوه الخلقة عالطبيعة احلى,1
1596408487086470_1596447037082615,اصلا الواحد بقدر يعيش بكلية وحدة وما رح تكون بحاجة انها تغسل الكلية انا هيك بعرف,1
1596144183779567_1596807107046608,اصلا ما بحط الا كحلة✋😌,1
1596144183779567_1596147190445933,اصلاتن مااا بحط دايماا,1
1596342497093069_1596349940425658,اغلا ما بالحياة 💜 بنت اختي,1
1596342497093069_1596355197091799,اغلى ما بالحياه ابني,1
1596778420382810_1596820357045283,اقلهن مهرا اكثرهن بركه ٩۰ ب الميه من البنات بفكرن حالهن الاميره ديانا مع انو الاميره ديانا عندها مبدیء واخلاق بس فاهمت غلط واغلبهن ما بستحقين حدا يستر عليهن خليهن عايشات علی التركي و الهندي الزواج بكلف دم قلبو للشب مش غط تدفع ويكون المهر غالي بس نصيحه لكل شب خذ وقتك وفكر وسال اتعب بالسوال والتفكير ب الي تتزوجها ع قد ما تعبت بتجميع المصااري اذا كانت بنت عيشه ومحترمه وتامنها ع تربايه اولادك فدها كل المصاري بتستاهل وفي كثير بنات محترمه و عقد حالها...,1
1596164447110874_1596215710439081,اكتر حدا بحبووو  صفاء عودة 😍😍😍,1
1596144183779567_1596149250445727,اكتشفت  اني ما بحط ولاااااا شي من كل هالاشياء والله كتير بيستخدموا البنات لوجههم الحمدلله ما بستخدم الا الواقي والمسكاره ........,1
1596408487086470_1596741270386525,اكيد وطبعا بعيد الشر يصير كل هاد,1
1596342497093069_1596389820421670,اكيد اكيد بكون راس الارجيله,1
1596126553781330_1596293547097964,اكيد اه  وين المشكلة ، ازا بتحبيه معناها في كتير تنازلات حتقدميها والا ما بكون اسمو حب,1
1596408487086470_1596695827057736,اكيد بدون تفكير,1
1596408487086470_1596423977084921,اكيد بعطها هي حياتي  وام ولادي  رح تكون ان شاء الله ❤️❤️❤️❤️❤️❤️,1
1596408487086470_1596418433752142,اكيد بعطيه,1
1596408487086470_1596702267057092,اكيد بعطيه ..لو بقدر اعطيه حياتي وانا اموت هسا يا ريت بس ما يشوف مكروه,1
1596408487086470_1596416563752329,اكيد بعطيه وبدون تفكير مش خساره في عمري كله,1
1596408487086470_1596427417084577,اكيد بلا سؤال ولا تردد,1
1596408487086470_1596705953723390,اكيد بوافق,1
1596144183779567_1596267247100594,اكيد ما بحط,1
1596144183779567_1596148787112440,اكيد نعم لانه فش بعد الطبيعه,1
1596408487086470_1596807730379879,اكيد يعطيه ... الله يبعد عن كل الناس الشر و الم غسل الكلى يا_رب 😥,1
1596408487086470_1596427290417923,اكييد بوافق وبدون ما افكر 💓💓 يعني لا سمح الله ولا قدر 🙈🙈,1
1596408487086470_1596410333752952,اكييد وبدوون تفكير 👌,1
1596408487086470_1596411837086135,اكيييد بعطيه قلبي كماااان ❤,1
1596408487086470_1596735907053728,اكيييد طبعاا 😍😍,1
1596144183779567_1596795950381057,اكييييد عادي,1
1596342497093069_1596397970420855,الئلب ودئاتو😍❤️😻💋 جوري عامر,1
1596144183779567_1596145503779435,الا الحيه 😂,1
1596126553781330_1596167167110602,الام احسن من البنات كلها فش اشي بدنيا بعوض عن الام  بالنسبه لالي  والي ما بترضا بامك ما ترضا فيها,1
1596144183779567_1596352553758730,الايام الي بطلع فيها بجل بتنعد على الاصابع,1
1596126553781330_1596244953769490,البحب برضا وبعدين هو بيت اهلو شبهه والحماه عند يلي بتفهم ام والكنه عند الحماه يلي بتفهم بمقام بنت وين المشكله وبقلك عنوسه ازا اردت ان تطاع اطلب المستطاع,1
1596408487086470_1596416627085656,البنات قسمين بس الأغلب طلعو اصيلات,1
1596778420382810_1596803240380328,البنت اللي بتفكر هيك بتكون محرومة  عند اهلها ... كل شي بعتمد على الاختيار المناسب,1
1596126553781330_1596194690441183,التي بحب التاني بعيش معه وين ماكان المهم يبقى معه وحده وبقدر ظروفه,1
1596342497093069_1596457470414905,الحب الحبب Faika M Zain 😍✋😘,1
1596767033717282_1596836173710368,الحل .. وإصبر ❤️ لانو احنا مجرد قعودنا بهالبلد جهاد,1
1596291983764787_1596355443758441,الحمد_لله,1
1596144183779567_1596209393773046,الحمد_لله بحطش,1
1596408487086470_1596420940418558,الحمد_لله عزباء للابد هههههههههههههههه😂😂,1
1596328670427785_1596333440427308,الحمد_لله في حد فكر غيري بالموضوع 😂,1
1596778420382810_1596836857043633,الحمد_لله ولا بحياتي بقبل ع زوجي يندان عشان خاطر حدا..واقلكن مهرا اكثركن بركه,1
1596144183779567_1596248980435754,الخميس نولت هيك وفووق هاد كنت مش نايمه هههههههههه,1
1596342497093069_1596423590418293,الدنيا وما فيها الله يخليلي اياه ويسلملي يا_رب ♡ زوجي ♡,1
1596408487086470_1596430717084247,الزوج المنيح بستاهل كل خير واكيد ابو ولادي ما بهون ولادي يعيشو بلا اب ف بتبرع بدون اي تردد,1
1596408487086470_1596442443749741,الزوجة بتتبرع وبتعمل كلشي لترضي جوزها بس السؤال هو بيعمل هيك,1
1596408487086470_1596645003729485,السؤال انا أو الزوج او الخطيب بقبل انو أشوف مرتي بتغسل كلى لا الموت أهون علي,1
1596767033717282_1596781343715851,السفر للخارج,1
1596778420382810_1596786127048706,السيارة اولآ  تغلبش رآسك...٢٠ شيقل بنزين ويخلف,1
1596342497093069_1596350287092290,الصداقه,1
1596767033717282_1596784927048826,العالم كلها واقعة من طيارة مش عليك لحالك وين ما كان الوظع زفت .. الي برظا وبصبر بنول بس اكيد الظريبة غالية لتوصل لبر الامان .. سنة الحياة اتصالح مع نفسك وارظا بالمقسوم .. وقد خلقنا الانسان في كبد .,1
1596126553781330_1596814860379166,العب وحدك تيجي راضي,1
1596342497093069_1596431450417507,الغلا كلو,1
1596144183779567_1596461150414537,الف الف مبروك,1
1596244930436159_1596246763769309,الف سلامه,1
1596244930436159_1596246497102669,الف سلامه عليه,1
1596244930436159_1596246183769367,الف سلامه عليه  والله يفرجها,1
1596244930436159_1596365423757443,الف سلامه عليه ربي يشافيه,1
1596342497093069_1596346257092693,القلبب ودقاتوو ❤️,1
1596244930436159_1596351870425465,اللة يشفية ويعافية يا_رب ويشفي كل مريض,1
1596244930436159_1596379673756018,اللةيشفية,1
1596213277105991_1596353403758645,الله 😍😍😍😍,1
1596244930436159_1596268350433817,الله الشافي يشفيك ويعافيك ياالله,1
1596164447110874_1596172970443355,الله يبشرك بالخير ع هالخبر 😂انا ببلش بحرف Sأكلت هوا هههههوكمان ساره ضميدي,1
1596408487086470_1596816600378992,الله يحماه ويبعد عنه كل شر 💛  اه بتبرع ❤ ❤ ❤  ولو يطلب عيوني بعطيه ياهم 😍,1
1596244930436159_1596269837100335,الله يسفيه يارب,1
1596244930436159_1596326173761368,الله يشافيك ويعافيك  يا اسلام,1
1596244930436159_1596294833764502,الله يشافيك ويعافيك يا اسلام يا_رب ويرجعك لأهلك سالم,1
1596244930436159_1596371823756803,الله يشافيه,1
1596244930436159_1596360553757930,الله يشافيه 😔,1
1596244930436159_1596809677046351,الله يشافيه ويبعد الاذى عنو وعن كل مريض بعاني 😭,1
1596244930436159_1596448720415780,الله يشافيه ويرجعو سالم يا_رب,1
1596244930436159_1596298047097514,الله يشافيه ويعافيه,1
1596244930436159_1596408290419823,الله يشافيه ويعافيه يا_رب,1
1596244930436159_1596323597094959,الله يشافيه ويعافيه يااا رب 💔,1
1596244930436159_1596324980428154,الله يشافيه ويعطيه الصحه يا_رب,1
1596244930436159_1596308163763169,الله يشافيه يا_رب,1
1596244930436159_1596295137097805,الله يشافيه يا_رب ويعاااافيه,1
1596244930436159_1596333470427305,الله يشافيه يا_رب ويعافيه يا_رب يا_رب,1
1596244930436159_1596357887091530,الله يشافيه ياربر,1
1596244930436159_1596405937086725,الله_يشفي,1
1596244930436159_1596363533757632,الله_يشفي ويشفي كل المريض,1
1596244930436159_1596340143759971,الله_يشفي ويعافي.  يارب.   اذا بدو. دم. احنا مستعدين,1
1596244930436159_1596812480379404,الله_يشفي يا_رب ويرجعوا سالم غانم,1
1596244930436159_1596734830387169,الله_يشفي يارب,1
1596244930436159_1596270037100315,الله_يشفية,1
1596244930436159_1596370013756984,الله_يشفية,1
1596244930436159_1596264533767532,الله_يشفية ويعافية يارب,1
1596244930436159_1596278690432783,الله_يشفيك,1
1596244930436159_1596706033723382,الله_يشفيك حبييي. وترجع بالسلامه  :(,1
1596244930436159_1596385067088812,الله_يشفيك ويردك لاهلك سالم يااااارب انت الشافي لا شفاء الا شفائك شفاء لا يغادر سقما .....,1
1596244930436159_1596408973753088,الله_يشفيك ويعافيك,1
1596244930436159_1596258767101442,الله_يشفيك ويعافيك يا اسلام ويرجعك لاهلك سالم غانم وتنور حياتهم وتنور البلد كلها,1
1596244930436159_1596567847070534,الله_يشفيك يا اخي  وترجعلنا سالم,1
1596244930436159_1596381700422482,الله_يشفيك يا اسلام   وترجع لبيتك سالم معافى بأذن الله,1
1596244930436159_1596358090424843,الله_يشفيك يا خيي و ترجعلي سالم  الله لا يضرك و يرجع لأهلك و لصحابك و حبايبك ياااا رب Islam Mhammad,1
1596244930436159_1596460023747983,الله_يشفيك يا_رب,1
1596244930436159_1596857877041531,الله_يشفيك يارب يا اسلام وترجع سالمه,1
1596244930436159_1596362183757767,الله_يشفيكك يخوي وترجع تنور بلدناا بوجودك  يا_ربب . الله لا يضرك بشي يا_ربب,1
1596244930436159_1596438713750114,الله_يشفيككك ياااارب👐👐👐,1
1596328670427785_1596333417093977,ممكن لانهم مهتمين بتعابير الوجه اكتر من تفاصيل تانية متل الشعر الي لو حطوها هتشغل الانتباه عن شكل الوجه !,-1
1596308140429838_1596309773763008,من دقيقتين اكلت مسبيه مني ع الصفحه التانيه رجعت هون🐸وين النصيحه ما بعرف,-1
1596883280372324_1596884430372209,من عند اخر شي بالفيرست كان لعند صفحه ١٧٠,-1
1596126553781330_1596305697096749,من قراءة التعليقات اكتشفت قديش احنا شعب اناني,-1
1596442873749698_1596450287082290,منستنى سؤالك المزنوخ  🌚,-1
1596308140429838_1596353310425321,منغشها ميساء جرارعه😂😂😂💔,-1
1596308140429838_1596313410429311,منيح يلي ما صار يتعاطى 😂,-1
1596877730372879_1596881130372539,موت 😑,-1
1596308140429838_1596316963762289,موفقة 😉😂😂😂😂,-1
1596442873749698_1596510933742892,ميشان تسال,-1
1596328670427785_1596365587090760,مين صلع😂,-1
1596442873749698_1596489563745029,نبكي 💔 !,-1
1596442873749698_1596444280416224,ندرس دراسات  _  :( :(  Sarah Muhamad :(,-1
1596126553781330_1596140693779916,نصيحه لكل شب بحاول يرتبط بفتاه أو يفكر بالحب لازم يكون مجهز بيته معه سياره مامن مستقبله اهم شي محفظته تكون مليانه بعدين بفكر في بنات الناس  لانه عنجد اي واحد بحاول بسكن مع أهله رح يتغلب مش رح يكون مبسوط كلهم ابراج مراقبه,-1
1596767033717282_1596769817050337,نصيحه مني روح اسطيلك على بنك وعنص هههه بعين_الله اخي,-1
1596838907043428_1596882020372450,نملةة ممگن امآ صرصور مستحيل اسموا لحآلوو مقرف 😲😲,-1
1596308140429838_1596363707090948,نههههههههههه,-1
1596126553781330_1596269060433746,هئه,-1
1596144183779567_1596377100422942,هاد مكياج عروس💔,-1
1596442873749698_1596445687082750,هاظ نومه العصر بخليك تحس انك عاشق ولهان 😔💔💔,-1
1596116870448965_1596282653765720,هاهاهاهاهاها 😪😪 منغشگ 🐸🐸,-1
1596126553781330_1596172580443394,هاي إمو وبمقام ام البنت الي بدو يتجوزها  يعني مرضيتش بتكون غبية وهبلة وهي السبب فمشكلة ذوبان الجليد الي تلا الكرة الأرضية من غاد   _ ,-1
1596838907043428_1596892120371440,هاي لازمها تمثاال,-1
1596838907043428_1596849980375654,هاي من الله دولة,-1
1596308140429838_1596313123762673,هاي نصيحة 😒👊👊,-1
1596144183779567_1596354713758514,هسا البنات كل هاظ بكون ع وجههن 😂😂😂😂  اه مستعد بدون ما امشط حتى 😂😂  وبطلع ع الجامعه بزنوبا 🐸🐸,-1
1596308140429838_1596406770419975,هسا صار الطلاق عل السكر مع انه محترم ومليح معك وعمره ما اساء الك ليش طلقتيه اذا مشان بس السكر انتي الغلطانه في النهايه يسكر ونتي خربتي بيتك مشان اشي فاظي منشورك مش صحيح,-1
1596308140429838_1596382590422393,هعههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,-1
1596144183779567_1596150003778985,هلأ كلهم صارو ما بحطو واللوحات الفنية الي بنشوفها من وين بتجي 😂,-1
1596308140429838_1596363097091009,هنود ماثرين ع عالم استغفرالله🌚😑,-1
1596887753705210_1596889177038401,ههه فكرتك بخيل خافت ع مستقبلها معك :p,-1
1596308140429838_1596310980429554,هههه الله يجبرك ضحكتيني ونا مالي نفس المهم تطلقتي وخلص,-1
1596308140429838_1596347857092533,هههه شكلو ماخد كاس اللي كاتب البوست😅 طاهر نضال جيوسي Fu'ad AL Khalde,-1
1596408487086470_1596411657086153,هههه هاد الي بخفن منه النسوان انها تصير تغسل كلى ويتزوج عليها 😂,-1
1596408487086470_1596675400393112,ههههه الحمد_لله لا خاطبة  ولا متجوزة يا حرام شو الله باليهم المرتبطين 😉😂😂😂😂😂😂,-1
1596877730372879_1596881370372515,ههههه مبين انو عمرك ٤٥ ومتعلم ع الفيس جديد,-1
1596838907043428_1596847940375858,ههههه هاي مش بنت هاي وحش🌚,-1
1596126553781330_1596783413715644,ههههه وانا عن حالي مارح اقبل لانه بحبه  ومو عشان امه بس لانه عارفه نتيجه رح كون تعيسه مارح يطلعي افتح تمي بكلمه اذا دايقت ورح اموت بحسره اما اذا شخص نسبة حبه الي اكتر  ممكن اقبل رح يتصرف بحب ويعدل بينا ويدارينا هههه,-1
1596308140429838_1596315887095730,ههههه واو. شكلك انتي الي كنتي تشتريلو البيره,-1
1596126553781330_1596226123771373,ههههه ويلا مهي طول الليله تغنيلو يا ريت انا وانتا عنا كوخ  تفضلي هي بدو يقعدك عند حماتك  في الكوخ الراقي,-1
1596308140429838_1596312203762765,ههههه يا كبيرة😎,-1
1596308140429838_1596353623758623,ههههه. لو ضليتي عايشي الجو معو😂😂😂,-1
1596116870448965_1596408663753119,هههههاو,-1
1596144183779567_1596149540445698,هههههه,-1
1596144183779567_1596279943765991,هههههه مستحيل لنووو لووو تطلع من دون ميك اب بتحس في سي ناقص,-1
1596144183779567_1596157810444871,هههههه الليحية محسوبة مع المكياج شيوخنا بتمكيجو كثير معناتو!!,-1
1596308140429838_1596309717096347,هههههه مزاجكو رايق,-1
1596308140429838_1596349457092373,هههههه مشكله هاي,-1
1596308140429838_1596317777095541,هههههه والله نيالك ع هالقوة والله_يكون في عونك بتربايه ابنك يا عسل والله ضحكتيني,-1
1596126553781330_1596155083778477,هههههه وانا عمالي بقرأ التعليقات لفت نظري لتعليق بنت شب صاحبي راح يخطبها وما وافقت عشنو بدو يسكن عند اهلو وهي هلا كاتبه اه بوافق ليش لا هههه,-1
1596126553781330_1596810367046282,هههههه يا عمي هو يجي ويخلف ع امو😂😂,-1
1596126553781330_1596398600420792,ههههههه أولها بتحكي اه وبس تمسك بتبلش تردح لجوزهااا 😂😂😂 بدي بيت مستقل وشفنااا هالحكي من واقعناااا ههههه جد من أولهااا الواحد لاء صعبة لإنه حتى لووو بحبووو بعض ❤ لاء ثم لا ههههه لو أنااا بحكي نووو لاااا 😂😂😂😂 فش حد بطيق حد هالأيام ولا حد بحب حد يشاركه بشي 😉,-1
1596328670427785_1596331720427480,ههههههه الي عملهن اصلع 🐸😂,-1
1596408487086470_1596418780418774,ههههههه لا سمح الله_يعني بوافقش انا بخاف تتزوج علي يكبير😂😂😂😂😂😂 Alaa Abo Asl,-1
1596308140429838_1596353910425261,ههههههه نهاية سعيدة للجمع 😂😂😂😂 يما الاكشن يما كال سالنا عنو وطلع محترم 😂😂😂 شكلك مش عايشي يختي اليوم الي كان يلعب كرة قدم بالحارة وهو صغير وبدو يجوز بنعرف ماضي واصلو وفصلو وهاد ابن الحلال بدو يجوز وبسكر والناس مش دارية عنو 😂😂😂😂😂😂,-1
1596887753705210_1596889430371709,ههههههه هربت,-1
1596308140429838_1596312210429431,ههههههه وين النصيحه  انو سكرتو سوى ولا شو,-1
1596308140429838_1596396637087655,ههههههههـ متت ضحگ لما احكت انه بسكروا سوا .. اساسا عاتي 😬,-1
1596308140429838_1596532453740740,هههههههه😂😂😂😂😂 كنه برجها الجوزاء اللي كتبت الاعتراف لانه في عز دين المأساه نكتت Riham M Sabobeh Doha A'raj  Assala Ameer Hanoun,-1
1596116870448965_1596118777115441,ههههههههععهعع,-1
1596126553781330_1596128523781133,ههههههههه ليه بتخافو من البنات يلي بقرأن ل احلام مستغانمي,-1
1596308140429838_1596406290420023,هههههههههه انصدمت  الله يقويكي  لتكوني ام واب لابنك,-1
1596126553781330_1596366870423965,هههههههههه لا ما رح توافق,-1
1596308140429838_1596370187090300,ههههههههههه شكلك سكرانه وانتي بتكتبي هل الاعتراف 🤣🤣🤣,-1
1596308140429838_1596314723762513,هههههههههههه,-1
1596144183779567_1596778130382839,هههههههههههه حالنا كل يوم هيك بدون الي زكرتهم😂😂😂,-1
1596308140429838_1596318847095434,هههههههههههه شعب سوكرجي حشيش اخو شر,-1
1596308140429838_1596393710421281,ههههههههههههه شطورة منيح يلي فكرتي بعقلك,-1
1596308140429838_1596313423762643,ههههههههههههه يخرب شرك بس خير ما عملتي,-1
1596308140429838_1596396537087665,ههههههههههههههه,-1
1596308140429838_1596314040429248,ههههههههههههههه😂,-1
1596308140429838_1596371487090170,ههههههههههههههههه حششت فعلن انك نغشة وحرام الي خسرك,-1
1596308140429838_1596386533755332,ههههههههههههههههه هههههههههههه Antari,-1
1596308140429838_1596327570427895,هههههههههههههههههه,-1
1596887753705210_1596889683705017,هههههههههههههههههه لقت طريقه تخلع منك شكلها الله_يعينك احسن انها راحت,-1
1596372243756761_1596373900423262,ههههههههههههههههههه,-1
1596308140429838_1596313460429306,هههههههههههههههههههههه  حكيت الطف طلعت المراة متفاهمه وصابرة😂😂😂😂😂😂😂 عكلا الله يحمالك ابنك,-1
1596887753705210_1596892960371356,ههههههههههههههههههههههه,-1
1596308140429838_1596337597093559,ههههههههههههههههههههههههههه اشك انك برضو هسا سكرانة وماسكة معك ع اصبع حشيش برضو 😂😂😂😂😂,-1
